0.932651	0.001419	12.300000
0.931461	0.001375	12.400000
0.931250	0.001377	12.500000
0.931150	0.001382	12.600000
0.930977	0.001380	12.700000
0.930819	0.001387	12.800000
0.930706	0.001386	12.900000
0.930489	0.001389	13.000000
0.930387	0.001394	13.100000
0.930179	0.001397	13.200000
0.930106	0.001403	13.300000
0.929862	0.001396	13.400000
0.929805	0.001400	13.500000
0.929509	0.001387	13.600000
0.929388	0.001393	13.700000
0.929262	0.001399	13.800000
0.928973	0.001394	13.900000
0.928852	0.001391	14.000000
0.928591	0.001386	14.100000
0.928491	0.001399	14.200000
0.928247	0.001401	14.300000
0.928173	0.001402	14.400000
0.927951	0.001396	14.500000
0.927810	0.001407	14.600000
0.927596	0.001411	14.700000
0.927387	0.001405	14.800000
0.927276	0.001405	14.900000
0.927080	0.001407	15.000000
0.926993	0.001399	15.100000
0.926691	0.001382	15.200000
0.926654	0.001388	15.300000
0.926390	0.001395	15.400000
0.926345	0.001397	15.500000
0.926082	0.001389	15.600000
0.925932	0.001396	15.700000
0.925732	0.001382	15.800000
0.925545	0.001394	15.900000
0.925509	0.001386	16.000000
0.925235	0.001400	16.100000
0.925142	0.001397	16.200000
0.924898	0.001398	16.300000
0.912347	0.001398	16.400000
0.874823	0.001400	16.500000
0.842923	0.001404	16.600000
0.820710	0.001411	16.700000
0.805839	0.001418	16.800000
0.796000	0.001409	16.900000
0.789416	0.001415	17.000000
0.785355	0.001408	17.100000
0.782538	0.001403	17.200000
0.780933	0.001396	17.300000
0.779843	0.001403	17.400000
0.779413	0.001390	17.500000
0.779055	0.001400	17.600000
0.779036	0.001407	17.700000
0.779040	0.001408	17.800000
0.779127	0.001411	17.900000
0.779374	0.001415	18.000000
0.779538	0.001415	18.100000
0.779835	0.001417	18.200000
0.779967	0.001414	18.300000
0.780285	0.001402	18.400000
0.780466	0.001420	18.500000
0.780829	0.001414	18.600000
0.781016	0.001420	18.700000
0.781272	0.001413	18.800000
0.781517	0.001410	18.900000
0.781692	0.001411	19.000000
0.781984	0.001415	19.100000
0.782140	0.001404	19.200000
0.782416	0.001406	19.300000
0.782585	0.001400	19.400000
0.782929	0.001405	19.500000
0.783046	0.001400	19.600000
0.783257	0.001391	19.700000
0.783388	0.001400	19.800000
0.783641	0.001415	19.900000
0.783832	0.001399	20.000000
0.783986	0.001394	20.100000
0.784225	0.001398	20.200000
0.784269	0.001401	20.300000
0.784488	0.001401	20.400000
0.784598	0.001408	20.500000
0.784860	0.001412	20.600000
0.784958	0.001410	20.700000
0.785202	0.001409	20.800000
0.785298	0.001399	20.900000
0.785480	0.001396	21.000000
0.785648	0.001392	21.100000
0.785793	0.001394	21.200000
0.786024	0.001394	21.300000
0.786076	0.001396	21.400000
0.786264	0.001393	21.500000
0.786296	0.001389	21.600000
0.786514	0.001396	21.700000
0.782855	0.001391	21.800000
0.758441	0.001399	21.900000
0.732506	0.001405	22.000000
0.714005	0.001412	22.100000
0.701645	0.001416	22.200000
0.693343	0.001426	22.300000
0.688086	0.001422	22.400000
0.684543	0.001422	22.500000
0.682472	0.001416	22.600000
0.681136	0.001418	22.700000
0.680466	0.001416	22.800000
0.680026	0.001414	22.900000
0.679869	0.001415	23.000000
0.679958	0.001410	23.100000
0.680022	0.001407	23.200000
0.680358	0.001410	23.300000
0.680517	0.001425	23.400000
